"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.media-link","Answer.TranscriptionTexts","Approve","Reject"
"34R0BODSP0YANP5FI05IWTNZ0BW5EM","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Fri Jul 21 04:26:45 PDT 2017","5","BatchId:2879363;OriginalHitTemplateId:920937308;","900","345600","Mon Aug 07 03:11:00 PDT 2017","","","33TIN5LC049UH1MCBTZU4WF3E7R9Y3","A3NUR2RQ5E6LTY","Rejected","Mon Jul 24 05:20:04 PDT 2017","Mon Jul 24 05:20:46 PDT 2017","Fri Jul 28 05:20:46 PDT 2017","","Thu Jul 27 02:34:16 PDT 2017","Poor quality – didn't match ground truth test.","42","0% (0/2)","0% (0/2)","0% (0/2)","http://bristolengineeringsurvey.esy.es/audio/P11_16_06.wav","Intense
Check oven timer"
"34R0BODSP0YANP5FI05IWTNZ0BW5EM","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Fri Jul 21 04:26:45 PDT 2017","5","BatchId:2879363;OriginalHitTemplateId:920937308;","900","345600","Mon Aug 07 03:11:00 PDT 2017","","","36U2A8VAG1YEYX53FQQJU5TJPGIYKV","AYA56ADE84SWQ","Rejected","Thu Jul 27 03:17:17 PDT 2017","Thu Jul 27 03:17:49 PDT 2017","Mon Jul 31 03:17:49 PDT 2017","","Fri Jul 28 02:14:21 PDT 2017","No newline between instructions.  Poor quality.","32","0% (0/2)","0% (0/2)","0% (0/2)","http://bristolengineeringsurvey.esy.es/audio/P11_16_06.wav","Rinse hands; check over timer."
"34R0BODSP0YANP5FI05IWTNZ0BW5EM","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Fri Jul 21 04:26:45 PDT 2017","5","BatchId:2879363;OriginalHitTemplateId:920937308;","900","345600","Mon Aug 07 03:11:00 PDT 2017","","","39OWYR0EPKQ3IBDPEFZMES1EHNAYF8","AA4UZ431U2ES4","Rejected","Fri Jul 28 02:45:56 PDT 2017","Fri Jul 28 02:50:15 PDT 2017","Tue Aug 01 02:50:15 PDT 2017","","Mon Jul 31 03:10:59 PDT 2017","poor quality","259","0% (0/1)","0% (0/1)","0% (0/1)","http://bristolengineeringsurvey.esy.es/audio/P11_16_06.wav","in suns shout up in tamil"
"34R0BODSP0YANP5FI05IWTNZ0BW5EM","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Fri Jul 21 04:26:45 PDT 2017","5","BatchId:2879363;OriginalHitTemplateId:920937308;","900","345600","Mon Aug 07 03:11:00 PDT 2017","","","3WSELTNVR31C5YXNTTQVSAY847AATG","A3TX2KJ7VJG3N0","Rejected","Fri Jul 21 12:01:28 PDT 2017","Fri Jul 21 12:02:39 PDT 2017","Tue Jul 25 12:02:39 PDT 2017","","Mon Jul 24 03:56:52 PDT 2017","Poor quality (didn't match ground truth example).","71","89% (17/19)","89% (17/19)","0% (0/0)","http://bristolengineeringsurvey.esy.es/audio/P11_16_06.wav","false hands
check oven timer"
"3FHTJGYT8MZC0DJP8A4KU2DS4RBPG8","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Fri Jul 21 04:26:42 PDT 2017","1","BatchId:2879363;OriginalHitTemplateId:920937308;","900","345600","Fri Jul 28 04:26:42 PDT 2017","","","3X4MXAO0BGNWWWNYQ9HSAKUH859WRT","A16KOBFLNCU3NB","Approved","Fri Jul 21 10:42:58 PDT 2017","Fri Jul 21 10:44:21 PDT 2017","Tue Jul 25 10:44:21 PDT 2017","Mon Jul 24 03:56:40 PDT 2017","","","83","100% (11/11)","100% (11/11)","0% (0/0)","http://bristolengineeringsurvey.esy.es/audio/P03_04_11.wav","dice chicken
take onions
put onions in sauce pan
put bowl
take chicken
slice chicken
dice chicken
pour kettle into stock
put kettle
stir stock"
"391JB9X4ZX7BHWIV6LX7BQBQ63HKMA","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Fri Jul 21 04:26:42 PDT 2017","1","BatchId:2879363;OriginalHitTemplateId:920937308;","900","345600","Fri Jul 28 04:26:42 PDT 2017","","","30H4UDGLT2HFF7D59F7GWRSB9LDMP6","A35RQEPHNHWXSL","Approved","Fri Jul 21 12:00:08 PDT 2017","Fri Jul 21 12:02:37 PDT 2017","Tue Jul 25 12:02:37 PDT 2017","Mon Jul 24 03:56:40 PDT 2017","","","149","99% (84/85)","99% (84/85)","0% (0/0)","http://bristolengineeringsurvey.esy.es/audio/P03_04_01.wav","Take sweet cornClose cupboardOpen freezerPull out drawerPut sweet cornClose drawerClose freezerTake bag Fold bagTake bagTake bagFold bagTake boxPut box"
"36KM3FWE3QBQJ344YML09OZRXGH07A","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Fri Jul 21 04:26:41 PDT 2017","2","BatchId:2879363;OriginalHitTemplateId:920937308;","900","345600","Mon Jul 31 03:56:42 PDT 2017","","","34Q075JO1XCFV1NWZ89SXY30329109","A1EA1LCQJOQ7W1","Rejected","Fri Jul 21 12:10:43 PDT 2017","Fri Jul 21 12:12:30 PDT 2017","Tue Jul 25 12:12:30 PDT 2017","","Mon Jul 24 03:56:41 PDT 2017","No newline between actions (see instructions).","107","13% (2/16)","13% (2/16)","100% (1/1)","http://bristolengineeringsurvey.esy.es/audio/P03_02_04.wav","Test bottle.  Open fridge.  Put bottle in fridge.  Close fridge.  Pick up bin bag.  Place bin.  Put bin bag.  Pick up bin.  Turn on water.  Place bin.  Open cupboard.  Take cleaning record.  Pour cleaning record. Test water.  Fill bin."
"36KM3FWE3QBQJ344YML09OZRXGH07A","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Fri Jul 21 04:26:41 PDT 2017","2","BatchId:2879363;OriginalHitTemplateId:920937308;","900","345600","Mon Jul 31 03:56:42 PDT 2017","","","3Z9WI9EOZZNSC2FE5QMV85YGZ5SHK8","AE1UDGB29G7X7","Approved","Mon Jul 24 05:53:08 PDT 2017","Mon Jul 24 05:58:31 PDT 2017","Fri Jul 28 05:58:31 PDT 2017","Thu Jul 27 02:34:15 PDT 2017","","","323","88% (7/8)","88% (7/8)","88% (7/8)","http://bristolengineeringsurvey.esy.es/audio/P03_02_04.wav","Test bottle
Open fridge
Put bottle in fridge
Close fridge
Pick up bin bag
Place bin
Put bin bag
Pick up bin
Turn on water
Place bin
Open cupboard
Take cleaning liquid
Pour cleaning liquid
Test water
Fill bin"
"3J6BHNX0U8RHZE3VIMC7O50QBTRNKD","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Fri Jul 21 04:26:42 PDT 2017","1","BatchId:2879363;OriginalHitTemplateId:920937308;","900","345600","Fri Jul 28 04:26:42 PDT 2017","","","3IHR8NYAM70ZBHOZ3B7KAXBBNRR4PM","A2ALHGJFCAUSBX","Approved","Fri Jul 21 06:29:56 PDT 2017","Fri Jul 21 06:36:41 PDT 2017","Tue Jul 25 06:36:41 PDT 2017","Mon Jul 24 03:56:41 PDT 2017","","","405","100% (1/1)","100% (1/1)","0% (0/0)","http://bristolengineeringsurvey.esy.es/audio/P02_06_10.wav","Puts dinner next to sink
Pickup knife
Chop lettuce using knife on chopping board
Chop lettuce
Pickup chopped lettuce
Put lettuce in salad plate
Pick lettuce
Put lettuce
Chop end of cucumber
Slice cucumber
Slice cucumber using knife"
"3HFWPF5AK8I8JTNT5C1U6DTUN6DS3J","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Fri Jul 21 04:26:42 PDT 2017","1","BatchId:2879363;OriginalHitTemplateId:920937308;","900","345600","Fri Jul 28 04:26:42 PDT 2017","","","3F0BG9B9MPMQ3IYJWW1AQ0OXI1EY7U","A3TX2KJ7VJG3N0","Approved","Fri Jul 21 10:26:29 PDT 2017","Fri Jul 21 10:30:32 PDT 2017","Tue Jul 25 10:30:32 PDT 2017","Mon Jul 24 03:56:41 PDT 2017","","","243","89% (17/19)","89% (17/19)","0% (0/0)","http://bristolengineeringsurvey.esy.es/audio/P11_16_04.wav","rinse off chopping block
put chopping block on drying rack
open cupboards
take out bowl
take out bowl
close cupboards
put down bowl
put down bowl
pick up spin
stir kale
put down lids
put down spin
pick up fork
pick up fork
put down forks
move bowls
open cupboards
take out soy sauce"
