"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.media-link","Answer.TranscriptionTexts","Approve","Reject"
"3ZTE0JGGCDRHY1RJROVMFBNNWEWCOH","3C3LDH5JOKJKR1Z0Z2BQGTC95LCMFM","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long..","transcribe, audio","$0.05","Thu Jul 13 09:01:02 PDT 2017","1","BatchId:2869113;OriginalHitTemplateId:920937308;","900","345600","Thu Jul 20 09:01:02 PDT 2017","","","37U1UTWH9VLL6VRGS61MW4RVO4W8RQ","A3T4SWIVIT1M8T","Submitted","Thu Jul 13 09:17:55 PDT 2017","Thu Jul 13 09:20:53 PDT 2017","Mon Jul 17 09:20:53 PDT 2017","","","","178","100% (4/4)","100% (4/4)","100% (4/4)","http://bristolengineeringsurvey.esy.es/audio/P02_01_00.wav","walk to sink
put plate
put plate on the side
pick filter
open
put water into the coffee machine
close coffee machine
press button
put water filter down
open cupboard
pick mug
close cupboard
put cup
close cupboard
pick plate
close cupboard"
"379OL9DBSRDRUHOILRUTFCKH43S9Y8","3C3LDH5JOKJKR1Z0Z2BQGTC95LCMFM","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long..","transcribe, audio","$0.05","Thu Jul 13 09:01:02 PDT 2017","1","BatchId:2869113;OriginalHitTemplateId:920937308;","900","345600","Thu Jul 20 09:01:02 PDT 2017","","","3VHHR074H3G63JRKDHCKWSM17S17LC","A3T4SWIVIT1M8T","Submitted","Thu Jul 13 09:23:41 PDT 2017","Thu Jul 13 09:26:03 PDT 2017","Mon Jul 17 09:26:03 PDT 2017","","","","142","100% (4/4)","100% (4/4)","100% (4/4)","http://bristolengineeringsurvey.esy.es/audio/P02_01_01.wav","put plate down
pick cereal
remove bag from cereal
open bag
put cereal in plate
put cereal in plate
put cereal box away
close bag
return bag into cereal box
put cereal box away
press button
open fridge
pick up milk
close fridge
put milk into cup
put milk into plate"
"3IH9TRB0FAYNFC6IDWTXEI8AG86I12","3C3LDH5JOKJKR1Z0Z2BQGTC95LCMFM","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long..","transcribe, audio","$0.05","Thu Jul 13 09:01:02 PDT 2017","2","BatchId:2869113;OriginalHitTemplateId:920937308;","900","345600","Fri Jul 21 03:08:39 PDT 2017","","","34T446B1C0DZI4XUF5YCEUMR55HC01","A3HR8LD9RN0TK5","Rejected","Thu Jul 13 09:20:57 PDT 2017","Thu Jul 13 09:26:40 PDT 2017","Mon Jul 17 09:26:40 PDT 2017","","Fri Jul 14 03:08:39 PDT 2017","No newline between actions (see instructions).","343","0% (0/1)","0% (0/1)","0% (0/1)","http://bristolengineeringsurvey.esy.es/audio/P02_01_02.wav","Close milk. Open fridge. Return Milk. Close fridge. Open drawer. Pick up two spoons. Put spoon into the cereal plate. Press button. Open sugar jar. Scoop sugar. Put sugar into the coffee and close sugar jar. Stir sugar. Stir the coffee in the mug. Pick up mug. Mistake, did not change the coffee pot. Empty water. Open sink. Close sink. Sink mug."
"3IH9TRB0FAYNFC6IDWTXEI8AG86I12","3C3LDH5JOKJKR1Z0Z2BQGTC95LCMFM","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long..","transcribe, audio","$0.05","Thu Jul 13 09:01:02 PDT 2017","2","BatchId:2869113;OriginalHitTemplateId:920937308;","900","345600","Fri Jul 21 03:08:39 PDT 2017","","","3X1FV8S5JXQSSHEFKOIKPEXWXV1GVQ","A3T4SWIVIT1M8T","Submitted","Fri Jul 14 05:03:47 PDT 2017","Fri Jul 14 05:09:41 PDT 2017","Tue Jul 18 05:09:41 PDT 2017","","","","354","100% (4/4)","100% (4/4)","100% (4/4)","http://bristolengineeringsurvey.esy.es/audio/P02_01_02.wav","close milk
open fridge
return milk
close fridge
open drawer
pick up two spoons
put spoon into the cereal plate
press button
open sugar jar
scoop sugar
put sugar into the coffee
close sugar jar
stir sugar 
stir the coffee in the mug
pick up mug
mistake did not change the coffee pot
empty water
open sink
close sink
sink mug"
"38XPGNCKHSZ9THN1ZLBIR5570UC4VY","3C3LDH5JOKJKR1Z0Z2BQGTC95LCMFM","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long..","transcribe, audio","$0.05","Thu Jul 13 09:01:02 PDT 2017","1","BatchId:2869113;OriginalHitTemplateId:920937308;","900","345600","Thu Jul 20 09:01:02 PDT 2017","","","33PPUNGG3840QRS31W1Z9OOZND3ZRM","A3T4SWIVIT1M8T","Submitted","Thu Jul 13 09:26:03 PDT 2017","Thu Jul 13 09:29:40 PDT 2017","Mon Jul 17 09:29:40 PDT 2017","","","","217","100% (4/4)","100% (4/4)","100% (4/4)","http://bristolengineeringsurvey.esy.es/audio/P02_01_03.wav","put cup
pick up coffee pot
open the coffee machine 
put coffee pot
close coffee machine
put mug
press button
open fridge 
pick up milk
close fridge
put milk in cup
close milk
open milk
put milk
close fridge
hold sugar jar
open sugar jar
scoop sugar
put sugar
stir coffee mug 
close sugar jar"
