"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.media-link","Answer.TranscriptionTexts","Approve","Reject"
"3K3IX1W4S5QBQM6MMACAYG2P6J5APY","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Mon Jul 17 06:10:30 PDT 2017","1","BatchId:2872810;OriginalHitTemplateId:920937308;","900","345600","Mon Jul 24 06:10:30 PDT 2017","","","3Y54SXRO1LKWK7BLZY7MSBA2APBUTE","A204ZNNA3G96F0","Approved","Mon Jul 17 09:47:19 PDT 2017","Mon Jul 17 09:49:10 PDT 2017","Fri Jul 21 09:49:10 PDT 2017","Thu Jul 20 03:41:52 PDT 2017","","","111","100% (2/2)","100% (2/2)","100% (2/2)","http://bristolengineeringsurvey.esy.es/audio/P02_12_08.wav","Roll dough.
Put bowl of dough.
get bowl of dough.
Pickup oil.
Knead dough.
Pickup oil.
Roll dough.
Pickup oil 
spread oil on hand.
Get a bowl of dough.
knead bowl of dough.
roll bowl of dough.
Put bowl of dough."
"3JMQI2OLFY49L8XLQ5QKKS50R71DN7","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Mon Jul 17 06:10:31 PDT 2017","1","BatchId:2872810;OriginalHitTemplateId:920937308;","900","345600","Mon Jul 24 06:10:31 PDT 2017","","","32AT8R96GL8V57Y6AY2WI6EG859USZ","AJJ4BIOVNSD8T","Approved","Mon Jul 17 07:01:16 PDT 2017","Mon Jul 17 07:03:29 PDT 2017","Fri Jul 21 07:03:29 PDT 2017","Thu Jul 20 03:41:52 PDT 2017","","","133","100% (15/15)","100% (15/15)","100% (15/15)","http://bristolengineeringsurvey.esy.es/audio/P03_24_04.wav","shake pan
open drawer
grab spoon
close drawer
grab spice
shake pan
stir potatoes
shake pan
stir potatoes
grab pepper
open pepper
grind pepper"
"3BPP3MA3TBJOPE80ANLPDIJWMO2LE6","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Mon Jul 17 06:10:31 PDT 2017","2","BatchId:2872810;OriginalHitTemplateId:920937308;","900","345600","Thu Jul 27 03:39:42 PDT 2017","","","34S6N1K2ZVI3W8XWQQYWN5BVNC9LH4","A2TGITLW5CHTG0","Submitted","Thu Jul 20 09:09:37 PDT 2017","Thu Jul 20 09:13:57 PDT 2017","Mon Jul 24 09:13:57 PDT 2017","","","","260","100% (1/1)","100% (1/1)","100% (1/1)","http://bristolengineeringsurvey.esy.es/audio/P03_05_02.wav","""spoon""
""pour almonds""
""spoon almonds""
""close almonds""
""stir food""
""grab kettle ""
""pour kettle""
""put lid""
""put kettle""
""stir food""
""grab almonds
""pour almonds"" 
""stir food"""
"3BPP3MA3TBJOPE80ANLPDIJWMO2LE6","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Mon Jul 17 06:10:31 PDT 2017","2","BatchId:2872810;OriginalHitTemplateId:920937308;","900","345600","Thu Jul 27 03:39:42 PDT 2017","","","384PI804XS0FPLMQCROCTZQ9SH60S5","A3NUUMIAEIAN5","Rejected","Mon Jul 17 12:07:26 PDT 2017","Mon Jul 17 12:11:35 PDT 2017","Fri Jul 21 12:11:35 PDT 2017","","Thu Jul 20 03:39:42 PDT 2017","Didn't match ground truth.","249","0% (0/1)","0% (0/1)","0% (0/1)","http://bristolengineeringsurvey.esy.es/audio/P03_05_02.wav","spear almonds
pour almonds
spear almonds 
glaze almonds
stir food
grab kettle
put sauce pan 
pour kettle
put lid
put kettle
stir food
open almonds
pour almonds
stir food"
"38Z7YZ2SB21BWGQZYBJCFJGIONWQI9","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Mon Jul 17 06:10:30 PDT 2017","3","BatchId:2872810;OriginalHitTemplateId:920937308;","900","345600","Thu Jul 27 03:41:16 PDT 2017","","","33LK57MYLT4CR6SGGL14ZYTVA21SZT","A1E5J6R70RF4LA","Rejected","Wed Jul 19 02:53:46 PDT 2017","Wed Jul 19 02:54:49 PDT 2017","Sun Jul 23 02:54:49 PDT 2017","","Thu Jul 20 03:41:15 PDT 2017","didn't read instructions","63","0% (0/7)","0% (0/7)","0% (0/7)","http://bristolengineeringsurvey.esy.es/audio/P02_09_01.wav","Search for another olive oil. Open olive oil. Remove cover from olive oil bottle. Open trash can. Throw cover. Close trash can. Open drawer. Get two spoons. Get three spoons. Close drawer. Get sugar. Put sugar. Pick up kettle. Open kettle. Open tap. Hold kettle and fill kettle with water. Close tap. Close kettle. Put kettle. Switch kettle on."
"38Z7YZ2SB21BWGQZYBJCFJGIONWQI9","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Mon Jul 17 06:10:30 PDT 2017","3","BatchId:2872810;OriginalHitTemplateId:920937308;","900","345600","Thu Jul 27 03:41:16 PDT 2017","","","39N5ACM9HEM08NUBK63BR5MR90LP9H","A281CHDUJ731I6","Submitted","Thu Jul 20 04:43:45 PDT 2017","Thu Jul 20 04:46:51 PDT 2017","Mon Jul 24 04:46:51 PDT 2017","","","","186","100% (2/2)","100% (2/2)","100% (2/2)","http://bristolengineeringsurvey.esy.es/audio/P02_09_01.wav","search for another olive oil
open olive oil
remove cover from olive oil bottle
open trash can
throw cover
close trash can
open drawer
get two spoons
get three spoons
close drawer
get sugar
put sugar
pick up kettle
open kettle
open tap
hold kettle and fill kettle with water
close tap
close kettle
put kettle
switch kettle on"
"38Z7YZ2SB21BWGQZYBJCFJGIONWQI9","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Mon Jul 17 06:10:30 PDT 2017","3","BatchId:2872810;OriginalHitTemplateId:920937308;","900","345600","Thu Jul 27 03:41:16 PDT 2017","","","3GU1KF0O4I0JWG98IQH7IBHHW0ZPB1","A2HYS7U3UDC61N","Rejected","Mon Jul 17 07:43:49 PDT 2017","Mon Jul 17 07:52:55 PDT 2017","Fri Jul 21 07:52:55 PDT 2017","","Wed Jul 19 02:53:03 PDT 2017","Instructions specified one action per line.","546","0% (0/3)","0% (0/3)","0% (0/3)","http://bristolengineeringsurvey.esy.es/audio/P02_09_01.wav","Search for another olive oil, open olive oil, remove cover from olive oil bottle. Open trash can, throw cover, close trash can. Open drawer get two spoons, get three spoons, close drawer. Get sugar put sugar. Pick up kettle, open kettle, open tap, hold kettle, and fill kettle with water. Close tap, close kettle, put kettle, switch kettle on."
"3BVS8WK9QZUOSAOAFTMMKULJ2NVIBP","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Mon Jul 17 06:10:31 PDT 2017","3","BatchId:2872810;OriginalHitTemplateId:920937308;","900","345600","Thu Jul 27 03:41:16 PDT 2017","","","386PBUZZXFWZNESMEQ1HZIRAZVJLJW","A185AZCHDI3K4O","Rejected","Mon Jul 17 09:06:20 PDT 2017","Mon Jul 17 09:16:44 PDT 2017","Fri Jul 21 09:16:44 PDT 2017","","Wed Jul 19 02:53:03 PDT 2017","Instructions specified one action per line.","624","0% (0/1)","0% (0/1)","0% (0/1)","http://bristolengineeringsurvey.esy.es/audio/P02_09_11.wav","Open oven pull drawer return drawer put bowl in to  oven push drawer close oven set timer open fridge get meat put down meat"" pick a pan"" ""put pan"" "" pickup chopping board "" ""pickup knife"""
"3BVS8WK9QZUOSAOAFTMMKULJ2NVIBP","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Mon Jul 17 06:10:31 PDT 2017","3","BatchId:2872810;OriginalHitTemplateId:920937308;","900","345600","Thu Jul 27 03:41:16 PDT 2017","","","3I3WADAZ9Q3ZM0GY2GDFQPCZDYSO5S","A281CHDUJ731I6","Submitted","Thu Jul 20 04:33:13 PDT 2017","Thu Jul 20 04:38:47 PDT 2017","Mon Jul 24 04:38:47 PDT 2017","","","","334","100% (2/2)","100% (2/2)","100% (2/2)","http://bristolengineeringsurvey.esy.es/audio/P02_09_11.wav","open oven
pull drawer
return drawer
put bowl into oven
push drawer
close oven
set timer
open fridge
get meat
put down meat
pick up pan
put pan
pick up chopping board
pick up knife"
"3BVS8WK9QZUOSAOAFTMMKULJ2NVIBP","3OYYRRZZOLP3F6TGUSCWNRGVLMOI3U","Transcribe a short audio clip (<1min)","Transcribe a short audio clip of cooking task narrations from one speaker, e.g. ""pickup pan"" or ""chop onion.""  Most are around 30s long.","transcribe, audio","$0.05","Mon Jul 17 06:10:31 PDT 2017","3","BatchId:2872810;OriginalHitTemplateId:920937308;","900","345600","Thu Jul 27 03:41:16 PDT 2017","","","3VJ40NV2QIM172RO3CVDT5IDSHETOJ","A1E5J6R70RF4LA","Rejected","Wed Jul 19 02:55:05 PDT 2017","Wed Jul 19 02:55:50 PDT 2017","Sun Jul 23 02:55:50 PDT 2017","","Thu Jul 20 03:41:16 PDT 2017","didn't read instructions","45","0% (0/7)","0% (0/7)","0% (0/7)","http://bristolengineeringsurvey.esy.es/audio/P02_09_11.wav","Open oven. Pull drawer. Return drawer. Put bowl into oven. Push drawer. Close oven. Set timer. Open fridge. Get meat. Put down meat. Pick up pan. Put pan. Pick up chopping board. Pick up knife."
